conditionCode,conditionName,applicable_gender,pediatric_assessment,presentingComplaint1,presentingComplaint2,presentingComplaint3,presentingComplaint4,presentingComplaint5,presentingComplaint6,presentingPart1,presentingPart2,presentingPart3,presentingPart4,presentingPart5,presentingPart6,assessmentQuery1,assessmentQuery2,assessmentQuery3,assessmentQuery4,assessmentQuery5,assessmentQuery6,assessmentQuery7,assessmentQuery8,source,auxilliaryQuery1,auxilliaryQuery2,auxilliaryQuery3,prevalence_DecisionWeight
C322,Chronic radiation cataract,All,FALSE,Gradual decrease in vision clarity #cloudy vision ,Sensitivity to light and glare,"Decreased visual acuity, not corrected by glasses",sensation of looking through a veil or curtain,Changes in the perception of colors,,Eyes,NIL,NIL,NIL,NIL,,Are you experiencing blurred or cloudy vision?,Are you experiencing increased sensitivity to bright lights or glare?,Have you noticed a gradual worsening of your symptoms over time?,"Have you recently received any radiation treatment, particularly targeting the head, neck or chest?",Does your occupation involve work with or in close proximity to ionising radiation?,How long after the potential exposure did you start noticing changes in your vision?,NIL,NIL,,,,,
C323,Subcapsular cataract,All,FALSE,noticeably recent decrease in vision clarity #cloudy vision ,Sensitivity to light and glare,"Decreased visual acuity, not corrected by glasses",sensation of looking through a veil or curtain,Changes in the perception of colors,,Eyes,NIL,NIL,NIL,NIL,,Are you experiencing blurred or cloudy vision?,Are you experiencing increased sensitivity to bright lights or glare?,Have you noticed a worsening of your symptoms in the recent few months?,Are you currently taking or have take steroid medication in past?,Do you have a history of diabetes?,"Have you undergone any radiation therapy, particularly involving the head, neck or chest?",Is there a history of injury to the eye?,NIL,,,,,
C324,Pms,All,FALSE,"Emotional or mood-related symptoms (e.g., irritability, mood swings, depression)","Physical symptoms (e.g., breast tenderness, abdominal bloating, headache)","Behavioral changes (e.g., changes in appetite, sleep disturbances)","Cognitive symptoms (e.g., difficulty concentrating, forgetfulness)",Changes in libido,,all,NIL,NIL,NIL,NIL,,Are these symptoms present only before menstruation or do they persist throughout your cycle?,Have you noticed any changes in your physical health that coincide with these symptoms?,Are you currently taking any form of oral contraceptives?,Do you have a family history of PMS or other menstrual-related disorders?,Do your symptoms severely affect your daily life?,NIL,NIL,NIL,,,,,
C325,Postnatal depression ,All,FALSE,Persistent sadness or low mood almost every day,Lack of interest or pleasure in activities previously enjoyed,Fatigue or loss of energy,Feelings of worthlessness or excessive guilt,"Difficulty concentrating, making decisions, or remembering things",,all,NIL,NIL,NIL,NIL,,"Have you been feeling down, depressed, or hopeless in the weeks following childbirth?",Are you finding it difficult to bond with your baby or lacking interest in your baby?,Do you feel overwhelmed or unable to cope with daily tasks?,Did you experience any mood or anxiety issues before pregnancy?,Has there been a lack of support by your family or any other cause of stress?,NIL,NIL,NIL,,,,,
C326,Insomnia ,All,FALSE,Difficulty falling asleep at night,Waking up during the night and having trouble going back to sleep,Waking up too early and not being able to fall back asleep,"Feeling tired upon waking, not feeling well-rested",Daytime fatigue or sleepiness affecting daily activities,,all,NIL,NIL,NIL,NIL,,"Have you been consuming caffeine, alcohol, or nicotine, especially close to bedtime?",Do you snore loudly or has anyone observed you stop breathing during sleep?,Do you experience uncomfortable sensations in your legs at night or a need to move them to feel comfortable?,Have you experienced any significant life changes or facing a lot of stress recently?,Do you have a bedtime routine?,Are you taking any medications (like SSRIs or parkinson medications)?,Do you have a history of depression or mood swings?,NIL,,,,,
C327,Alcohol Withdrawal,All,FALSE,"Tremors, especially in hands","Sweating, not related to physical exertion or environmental temperature",Nausea or vomiting ,Restlessness or agitation,Daytime fatigue or sleepiness affecting daily activities,,all,NIL,NIL,NIL,NIL,,Have you experienced these symptoms in conjunction with a fever or after being in a hot environment?,"Apart from alcohol, are you taking any medications (like anticonvulsants for bipolar disorder medications) or substances that could explain these symptoms?",Have you recently suffered a head injury,"How much alcohol do you typically consume, and when was your last drink?",Have you previously experienced similar symptoms when cutting down or stopping alcohol?,"Are you seeing, hearing or feeling things that aren't there?",Have you felt an increase in anxiety or panic ever since you have stopped having alcohol?,NIL,,,,,
C328,Premenstrual Dysphoric Disorder,All,FALSE,"Emotional or mood-related symptoms (e.g., irritability, mood swings, depression)","Physical symptoms (e.g., breast tenderness, abdominal bloating, headache)","Behavioral changes (e.g., changes in appetite, sleep disturbances)","Cognitive symptoms (e.g., difficulty concentrating, forgetfulness)",Changes in libido,,all,NIL,NIL,NIL,NIL,,Are these symptoms present only before menstruation or do they persist throughout your cycle?,Have you noticed any changes in your physical health that coincide with these symptoms?,Are you currently taking any form of oral contraceptives?,Do you have a family history of PMS or other menstrual-related disorders?,Do your symptoms severely affect your daily life?,NIL,Are the episodes of pain associated with menstruation ,NIL,,,,,
C329,parasomnia in adults,All,FALSE,sleepwalking,episodes of waking up in the night panicking or screaming,Severe confusion and disorientation upon waking,Talking or eating while asleep,"Repetitive movements during sleep, such as head banging",,all,NIL,NIL,NIL,NIL,,Has anyone told you that you snore often while sleeping? ,"Has your been experiencing any recent stress, changes in routine, or emotional disturbances?","Do you feel sleepy during the daytime, even after sleeping well on time the night before?",Have you friends/ family informed you that you are unresponsive and difficult to wake up during these episodes?,Does you wake up really disoriented/ confused upon being woken up during these episodes,"Do you have a family history of sleep disorders, including parasomnias?",NIL,NIL,,,,,
C330,Dysmenorrhoea,All,FALSE,Cramping in the lower abdomen,Pain that radiates to the lower back and thighs,Headaches and dizziness,General malaise,Fatigue ,,Abdomen ,Back,Thigh,NIL,NIL,,Are the episodes of this pain associated with your menstruation?,"Are your menstrual cycles regular, and how long do your periods last?",Do you have a history of pelvic infections or surgeries?,Have you noticed the pain is localized or spreads to other areas like your back and thighs?,Does anyone in your family have a history of dysmenorrhea or endometriosis?,Are the symptoms accompanied by heavy menstrual bleeding or clotting?,Does the pain improve with over-the-counter pain medication like paracetamol?,NIL,,,,,
C331,Uterine Fibroids,All,FALSE,Heavy menstrual bleeding,"prolonged menstrual periods, increased bleeding during menstruation, increased frequency of menstruation ",Pelvic pressure or pain,Frequent urination,Constipation or other bowel issues,,Abdomen ,Pelvis,NIL,NIL,NIL,,"Have you noticed changes in your menstrual cycle, such as heavier or more prolonged bleeding?",Are your menstrual cycles regular? (variation of 7-9 days normal),What is the length of your cycle? (  abnormal if less than 24 days or more than 38 days),Have you experienced any pelvic pain or pressure that seems unrelated to your menstrual cycle?,Do you experience frequent urination or difficulty fully emptying your bladder?,Have you had any recent changes in bowel habits or difficulty with bowel movements?,Have you had any difficulty getting pregnant or a history of miscarriages?,NIL,,,,,
C332,Bacterial Vaginosis,All,FALSE,"Thin, gray, or white vaginal discharge",Fishy vaginal odor,Vaginal itching or irritation,Burning during urination,NIL,,Vagina,NIL,NIL,NIL,NIL,,"Have you noticed any changes in the color, consistency, or amount of your vaginal discharge?","Is the odor of the discharge noticeable, especially after sexual intercourse?",Do you experience any vaginal itching or significant irritation?,Do you engage in practice such as frequent vaginal douching?,How many sexual partners have you had in the past 6 months?,Have you been previously diagnosed with high sugar or diabetes ,"Are you currently pregnant, or do you use any contraceptive devices like an IUD,,, Have you been diagnosed with BV or any other vaginal infections in the past?",NIL,,,,,
C333,Endometriosis,All,FALSE,Pelvic pain that worsens during menstruation,Painful sexual intercourse,Excessive menstrual bleeding,"Painful bowel movements or urination, especially during periods",Infertility or difficulty getting pregnant,,pelvis,abdomen,back,thigh,NIL,,Are the episodes of this pain associated with your menstruation?,Are your menstrual cycles regular? (variation of 7-9 days normal),What is the length of your cycle? (  abnormal if less than 24 days or more than 38 days),Have you noticed any changes in your urinary habits or pain during urination?,"Have you undergone any surgeries (like cesarean) in your pelvic area, and have you noticed any changes in symptoms afterward?",Is there a family history of endometriosis?,NIL,NIL,,,,,
C334,PID(Pelvic Inflammatory Disease),All,FALSE,Lower abdominal pain,Abnormal vaginal discharge with an unpleasant odor,Pain during intercourse,Irregular menstrual bleeding,Fever and general malaise,,Pelvis,abdomen,NIL,NIL,NIL,,Have you recently engaged in unprotected sexual intercourse or had a new sexual partner?,Do you experience pain during urination or an increased urge to urinate?,Have you had any recent gynecological procedures?,Have you been diagnosed with an STI in the past?,Is there any pain or tenderness when you press on your lower abdomen?,Do you have any fever or chills?,Are you experiencing nausea or vomiting?,NIL,,,,,
C335,Ectopic Pregnancy,All,FALSE,"Abdominal or pelvic pain, often one-sided","Vaginal bleeding or spotting, which may differ from a normal menstrual period","Symptoms of early pregnancy, such as missed period or breast tenderness",Dizziness or fainting,NIL,,Pelvis,Abdomen,NIL,NIL,NIL,,Have you had a positive pregnancy test?,Would you describe your pain as sharp and primarily uNILateral?,"Do you have any history of pelvic inflammatory disease (PID), previous ectopic pregnancy, or surgery on your fallopian tubes?",Are you using an intrauterine device?,Are you currently going through fertility treatments or gone through in the past?,Have your symptoms gotten worse over time?,Since how long have you been experiencing these symptoms? (less than 3 months more indicative of ectopic pregnancy),NIL,,,,,
